Erasmus ID,ETER ID,FP7 ID,GRID_ID,Scimago id_2018,Leiden_ID,University,Country_code,City,Region,NUTS3,Latitude,Longitude,Overall,Research,Innovation,Societal,2013 Ranking,POI_count,POI_scaled,ETS_AGGR EVC,ETS_CENT_RANK,ETT_AGGR_EVC,ETT_CENT_RANK,FP7_AGGR_EVC,FP7_RANK,AGG_EVC,AGG_RANK,ETER ID YEAR,NAT,Personnel expenditure (EURO),Total graduates at ISCED 8,R&D Expenditure (EURO),Share of mobile PhD students,Share of mobile PhD graduates,PhD intensity,Total academic staff (FTE),Total number of full professors,Inclusion of PhD students,Total staff (FTE),staff_scaled,Erasmus incoming students,Erasmus outgoing students,impact_P,collab_P,TCS,TNCS,P_top1,P_top10,P_top50,P_collab,P_int_collab,P_industry_collab,P_short_dist_collab,P_long_dist_collab,MCS,MCS_lb,MCS_ub,MNCS,MNCS_lb,MNCS_ub,PP_top1,PP_top1_lb,PP_top1_ub,PP_top10,PP_top10_lb,PP_top10_ub,PP_top50,PP_top50_lb,PP_top50_ub,PP_collab,PP_collab_lb,PP_collab_ub,PP_int_collab,PP_int_collab_lb,PP_int_collab_ub,PP_industry_collab,PP_industry_collab_lb,PP_industry_collab_ub,PP_short_dist_collab,PP_short_dist_collab_lb,PP_short_dist_collab_ub,PP_long_dist_collab,PP_long_dist_collab_lb,PP_long_dist_collab_ub,Erasmus incoming teachers,Erasmus outgoing teachers,SCIMAGO_2018_SOC,Label,Number of projects,Location,Country,Act_type,EU member = 1,homophily (domestic/all links),Sum of EC contribution
HU SZEGED01,HU0015,999840014,"GRID,9008,1,AL",552,795,University of Szeged,HU,Szeged,Eastern Europe,HU333,46.2473322,20.1476209,28,28,29,16,541,100,1,0.121581145,170,0.373041729,11,0.057055776,173,0.172566704,135,HU0015.2013,HU,111055398,107,NA,NA,NA,0.019196268,1902.3,229,0,7455.3,0.272542454,300,281,1486.21478,2825,5852.797608,1041.704612,8.131619694,70.19907158,576.6830916,2203,1471,226,266,609,3.938056387,3.474405105,4.658683464,0.700911218,0.646412071,0.770673349,0.005471362,0.002727168,0.008834854,0.047233463,0.03963307,0.056063302,0.388021368,0.368590532,0.408760337,0.779823009,0.763893805,0.793982301,0.520707965,0.50300885,0.539469027,0.08,0.070088496,0.089911504,0.094159292,0.083893805,0.105132743,0.215575221,0.199646018,0.230442478,193,126,28,SZEGEDI TUDOMANYEGYETEM,45,"SZEGED, HU",HU,HES,1,0.142857143,14829156.03
I  ANCONA01,IT0001,999866689,"GRID,7010,6,OR",519,536,Università Politecnica delle Marche,IT,Ancona,Southern Europe,ITI32,43.6173812,13.5139647,23,13,3,33,506,100,1,0.08692518,197,0.009374696,225,0.123917245,134,0.085811764,202,IT0001.2013,IT,79934580,125,NA,NA,NA,0.03894081,721,141,0,1268,0.103297645,92,264,1474.336365,2866,7352.19172,1476.29064,15.10763679,141.8578602,759.1490961,2218,1051,118,199,555,4.986780421,4.603791466,5.434140322,1.001325528,0.93943227,1.067486271,0.010247076,0.006302432,0.014720234,0.096218111,0.084106836,0.108272814,0.514909022,0.494746837,0.538461072,0.773900907,0.758199581,0.788555478,0.366713189,0.348569435,0.385903699,0.041172366,0.034193999,0.048848569,0.069434752,0.060013957,0.078506629,0.193649686,0.180390789,0.20969993,8,12,23,UNIVERSITA POLITECNICA DELLE MARCHE,50,"ANCONA, IT",IT,HES,1,0.233333333,9797283.12
I  BARI01,IT0005,999840596,"GRID,7644,1,OR",NA,580,University of Bari Aldo Moro,IT,Bari,Southern Europe,ITF47,41.1205546,16.8684745,18,10,31,25,412,100,1,0.304998774,62,0.101300873,61,0.156551036,114,0.306522676,56,IT0005.2013,IT,235347421,288,NA,NA,NA,0.03374341,1838,313,0,3526,0.263330196,321,439,2486.139512,5833,11574.35976,2180.552696,16.17143423,200.7345735,1164.382659,4836,2535,276,471,1658,4.65555521,4.399962163,4.966431434,0.877083802,0.837598439,0.922149449,0.006504637,0.004204619,0.009188965,0.080741476,0.072543554,0.089510882,0.468349686,0.453334033,0.484953872,0.829075947,0.819475399,0.838162181,0.434596263,0.421909823,0.446939825,0.04731699,0.042173839,0.052803017,0.080747471,0.074232813,0.088119321,0.284244814,0.272758443,0.297102692,15,76,18,"""UNIVERSITA DEGLI STUDI DI BARI """"ALDO MORO""""""",22,"BARI, IT",IT,HES,1,0.212121212,6325788.8
I  BOLOGNA01,IT0009,999993953,"GRID,6292,F,OR",231,588,University of Bologna,IT,Bologna,Southern Europe,ITH55,44.4962318,11.354157,5,3,20,6,157,100,1,0,243,0,243,0.658492008,16,0.018399752,240,IT0009.2013,IT,382472333,572,NA,NA,NA,0.032570322,3898,701,0,6952,0.558466324,1678,1901,6752.59154,14424,34023.61827,6510.577202,54.77582529,636.2121364,3374.916585,11348,7066,665,1301,3946,5.038601561,4.866026116,5.226159219,0.964159784,0.937144933,0.993188486,0.008111823,0.006517065,0.00987912,0.094217477,0.088761248,0.100066205,0.499795755,0.489856784,0.509346402,0.786744315,0.780296728,0.793053245,0.489877981,0.481627842,0.498405435,0.046103716,0.042775929,0.049500832,0.090196894,0.085482529,0.094633943,0.273571825,0.266846922,0.28078203,38,170,5,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,261,"BOLOGNA, IT",IT,HES,1,0.167475728,86313661.72
I  BRESCIA01,IT0012,999893946,"GRID,7637,5,IT",535,46,Brescia University,IT,Brescia,Southern Europe,ITC47,45.537837,10.217297,25,16,32,31,461,100,1,0.085175741,199,0.005835726,232,0.032427554,190,0.079587647,208,IT0012.2013,IT,76231544,57,NA,NA,NA,0.022781775,1859,145,0,2376,0.266338865,55,146,1391.711342,3024,7070.792645,1346.638359,12.85662389,131.8256789,710.5099618,2430,1251,180,484,669,5.080645987,4.760652251,5.455116853,0.967613267,0.916912213,1.027103485,0.009237996,0.005925009,0.013038258,0.094721998,0.083299167,0.107115524,0.510529691,0.491062698,0.531941543,0.803571429,0.789021164,0.818783069,0.413690476,0.396494709,0.431216931,0.05952381,0.050925926,0.067791005,0.16005291,0.147486772,0.173280423,0.221230159,0.206349206,0.236441799,7,3,25,UNIVERSITA DEGLI STUDI DI BRESCIA,24,"BRESCIA, IT",IT,HES,1,0.142857143,5846098.14
I  CAGLIAR01,IT0013,999841663,"GRID,7763,5,IT",549,596,University of Cagliari,IT,Casteddu/Cagliari,Southern Europe,ITE43,39.2173657,9.1149218,27,14,4,25,483,100,1,0.278777505,77,0.084443164,71,0.082919935,152,0.276270812,74,IT0013.2013,IT,137782822,88,NA,NA,NA,0.018561485,1406,205,0,2447,0.201437571,226,521,1654.872173,3464,6829.63353,1389.536403,7.895758478,138.1664648,758.264336,2778,1685,181,273,839,4.126985542,3.864631608,4.388353786,0.839663888,0.79562512,0.886215743,0.00477122,0.002557523,0.007544732,0.083490717,0.073199795,0.094190688,0.458201152,0.437085142,0.477489607,0.801963048,0.788683603,0.815819861,0.486431871,0.470265589,0.503752887,0.052251732,0.044745958,0.059468822,0.078810624,0.069861432,0.087182448,0.242205543,0.228637413,0.256351039,22,52,27,UNIVERSITA DEGLI STUDI DI CAGLIARI,32,"CAGLIARI, IT",IT,HES,1,0.111111111,9059534.84
I  CATANIA01,IT0019,999874061,"GRID,8158,4,OR",467,616,University of Catania,IT,Catania,Southern Europe,ITG17,37.5035647,15.0864981,17,9,37,21,454,100,1,0,243,0,243,0,221,0,273,IT0019.2013,IT,182369728,213,NA,NA,NA,0.028126238,1835,379,0,3603,0.262900386,200,269,2538.046491,5447,10948.1576,2290.989855,16.21933609,214.8882361,1227.374501,4336,2314,185,742,1307,4.313615862,4.071757469,4.560390887,0.902658743,0.862262905,0.941824116,0.00639048,0.004175836,0.008730735,0.084666785,0.075644047,0.09332162,0.483590236,0.467618805,0.499487092,0.796034514,0.785570039,0.806866165,0.424821002,0.411969892,0.438222875,0.03396365,0.029373967,0.038920507,0.136221773,0.127042409,0.145584726,0.239948596,0.228933358,0.251514595,16,72,17,UNIVERSITA DEGLI STUDI DI CATANIA,41,"CATANIA, IT",IT,HES,1,0.19047619,8024159
I  CHIETI01,IT0021,999866786,NA,545,148,Gabriele D'Annunzio University,IT,Chieti Scalo,Southern Europe,ITE43,42.3640936,14.1504221,NA,NA,NA,NA,NA,9,0.09,0,243,0,243,0,221,0,273,IT0021.2013,IT,72899561,142,NA,NA,NA,0.025776003,1089,195,0,1446,0.156020992,100,266,1170.333317,2559,5724.408997,982.3761881,6.074469332,89.1705901,565.0316563,2158,951,95,168,505,4.891263808,4.50339488,5.270596031,0.839398634,0.788326986,0.891461136,0.005190375,0.002630259,0.008186687,0.076192473,0.06440515,0.088501802,0.482795498,0.459612802,0.503255386,0.843298163,0.828448613,0.858538492,0.371629543,0.352872216,0.39038687,0.037123877,0.030089879,0.044939429,0.065650645,0.056271981,0.074638531,0.197342712,0.180930051,0.21258304,25,34,NA,UNIVERSITA DEGLI STUDI GABRIELE D'ANNUNZIO DI CHIETI-PESCARA,10,"CHIETI, IT",IT,REC,1,0.285714286,1511219.78
I  COSENZA01,IT0003,999863391,"GRID,7778,F,IT",526,597,University of Calabria,IT,ARCAVACATA,Southern Europe,ITE43,39.3650216,16.2257177,40,23,53,55,534,7,0.07,0.131025742,164,0.049908762,132,0.005027746,217,0.132973331,162,IT0003.2013,IT,99929833,103,NA,NA,NA,0.020803878,1154,177,0,1929,0.16533354,151,263,1613.675993,3118,7443.861768,1619.682129,13.69731488,150.8116769,830.7330586,2303,1510,119,161,889,4.612984142,4.199686796,5.0608878,1.003722021,0.93540585,1.080653092,0.008488268,0.005208655,0.011902098,0.093458462,0.081489202,0.105007646,0.514807844,0.496352414,0.534754682,0.738614496,0.723540731,0.754329699,0.484284798,0.466645285,0.502245029,0.038165491,0.031430404,0.045221296,0.051635664,0.043617704,0.059332906,0.285118666,0.269082745,0.301154586,19,25,40,UNIVERSITA DELLA CALABRIA,25,"ARCAVACATA DI RENDE, IT",IT,HES,1,0.15,4759370.19
I  FERRARA01,IT0023,999839626,"GRID,8484,0,OR",526,641,University of Ferrara,IT,Ferrara,Southern Europe,ITH56,44.8334299,11.6262692,24,14,33,28,405,66,0.66,0.195431166,110,0.071214187,90,0,221,0.191626175,118,IT0023.2013,IT,86252089,98,NA,NA,NA,0.030444237,1375,153,0,1943,0.196996202,225,255,1540.946846,3969,7744.806581,1386.519103,10.34076572,128.968319,734.8712949,3427,2062,212,399,1161,5.026005019,4.682148685,5.429645406,0.899783861,0.852231819,0.953829787,0.006710657,0.00395615,0.010013869,0.083694204,0.073662045,0.094341049,0.47689594,0.458523977,0.496219049,0.863441673,0.85361552,0.874023684,0.519526329,0.504157218,0.535147392,0.053413958,0.046611237,0.060720585,0.100529101,0.090702948,0.110859158,0.292517007,0.278659612,0.306374402,17,29,24,UNIVERSITA DEGLI STUDI DI FERRARA,39,"FERRARA, IT",IT,HES,1,9.68E-02,7935788.66
I  FIRENZE01,IT0025,999895789,"GRID,8404,8,OR",351,642,University of Florence,IT,Florence,Southern Europe,ITE14,43.7776426,11.259765,10,5,30,12,260,100,1,0,243,0,243,0.399039839,38,0.010622564,250,IT0025.2013,IT,256724265,364,NA,NA,NA,0.038888889,2278,502,0,3813,0.32636898,863,799,4494.490668,9873,25254.99593,4683.928263,39.69347845,496.3138283,2295.780531,8069,4454,463,1402,2268,5.619100761,5.324600648,5.959177593,1.042148846,1.001861868,1.083323966,0.008831585,0.006942869,0.010949478,0.110427157,0.10269704,0.118336359,0.51079882,0.498385937,0.522514091,0.817279449,0.810088119,0.825382356,0.451129343,0.441912286,0.462068267,0.046895574,0.04284412,0.051250886,0.142003444,0.1349134,0.14929606,0.229717411,0.221513218,0.238428036,83,119,10,UNIVERSITA DEGLI STUDI DI FIRENZE,152,"Florence, IT",IT,HES,1,0.248780488,35931742.6
I  GENOVA01,IT0028,999976687,"GRID,5606,5,IT",466,535,Università degli Studi di Genova,IT,Genoa,Southern Europe,ITC33,44.4149029,8.926743,17,9,41,12,386,100,1,0.389286826,40,0.078378209,80,0.376717297,40,0.37578275,44,IT0028.2013,IT,192642026,307,NA,NA,NA,0.044479861,2010,341,0,3478,0.28797263,393,605,2905.836583,7064,13675.91521,2603.439047,15.98057331,232.1862879,1449.239307,5880,3335,298,856,2022,4.706360738,4.486316378,4.938622721,0.895934432,0.856858636,0.938999241,0.005499474,0.003891692,0.007387886,0.079903422,0.071544334,0.087894424,0.498733933,0.484034036,0.512860096,0.832389581,0.824462061,0.841449604,0.472112118,0.461070215,0.48414496,0.04218573,0.037372593,0.046715742,0.121177803,0.113674972,0.129530011,0.286240091,0.276189128,0.296715742,17,50,17,UNIVERSITA DEGLI STUDI DI GENOVA,113,"GENOVA, IT",IT,HES,1,0.201754386,26759132.9
I  L-AQUIL01,IT0029,999859511,"GRID,158820,6",567,680,University of L'Aquila,IT,L'Aquila,Southern Europe,ITF11,42.3514296,13.397299,31,1,44,38,524,96,0.96,0.082944771,202,0.03755836,158,0.041294506,184,0.086832884,199,IT0029.2013,IT,73770072,104,NA,NA,NA,0.027390045,798,153,0,1287,0.114329432,59,188,1026.719076,2349,4583.12271,1005.001975,11.09839177,106.8504355,510.3676929,1955,927,87,494,500,4.463852691,4.011330489,4.984339376,0.978848059,0.898719944,1.071588292,0.01080957,0.007009979,0.015184843,0.104069787,0.089117458,0.119262301,0.497086014,0.473558035,0.520120031,0.832269051,0.81694338,0.848446147,0.394636015,0.375053214,0.41464453,0.037037037,0.029374202,0.044274159,0.210302256,0.194550873,0.227330779,0.212856535,0.197105151,0.229033631,17,35,31,UNIVERSITA DEGLI STUDI DELL'AQUILA,31,"L AQUILA, IT",IT,HES,1,0.352941176,8016917.53
I  LECCE01,IT0030,999863585,"GRID,9906,6,OR",596,768,University of Salento,IT,Lecce,Southern Europe,ITF45,40.34956,18.1672671,37,20,52,38,543,100,1,0.160457811,144,0.073297366,84,0.041112093,185,0.170466849,138,IT0030.2013,IT,76391438,177,NA,NA,NA,0.047187417,821,149,0,1385,0.117624641,138,273,988.3196967,2377,3807.880595,871.2628394,8.672742363,77.01067917,500.2898309,1954,1134,72,205,706,3.852883443,3.521066843,4.241509268,0.881559724,0.819409781,0.949695933,0.00877524,0.004532614,0.013673782,0.077920818,0.064567205,0.093621546,0.506202429,0.481148038,0.530340974,0.822044594,0.80774085,0.836769037,0.477071939,0.45645772,0.497265461,0.030290282,0.023559108,0.038283551,0.086243164,0.075725705,0.098443416,0.297013042,0.278502314,0.315103071,41,40,37,UNIVERSITA DEL SALENTO,19,"LECCE, IT",IT,HES,1,0.125,4925451.88
I  MESSINA01,IT0033,999662601,"GRID,10438,3E,OR",543,701,University of Messina,IT,Messina,Southern Europe,ITG13,38.1891564,15.5530341,26,14,40,33,476,100,1,0,243,0,243,0,221,0,273,IT0033.2013,IT,144178724,262,NA,NA,NA,0.048259348,1543,270,0,2771,0.221065556,97,140,1943.630504,3626,7462.183075,1552.585994,9.968288599,140.378108,864.5876629,2760,1191,135,424,493,3.839301276,3.628669841,4.070590426,0.798807176,0.755149395,0.844829437,0.005128695,0.003153182,0.007393685,0.072224689,0.062805466,0.082249395,0.444831289,0.426100993,0.462916789,0.761169333,0.747380033,0.777440706,0.328461114,0.312465527,0.345559846,0.037231109,0.031163817,0.044125758,0.11693326,0.106453392,0.127964699,0.135962493,0.124379482,0.147821291,3,13,26,UNIVERSITA DEGLI STUDI DI MESSINA,7,"MESSINA, IT",IT,HES,1,0,1724556.39
I  MILANO01,IT0038,999995796,"GRID,4708,B,IT",230,704,University of Milan,IT,Milan,Southern Europe,ITC45,45.4601435,9.1945843,5,3,16,9,137,100,1,0.51477688,19,0.111670265,52,0.291709807,58,0.494693192,20,IT0038.2013,IT,298341205,386,NA,NA,NA,0.034606419,4692,537,0,6614,0.672222676,374,858,6250.829014,14992,35281.61995,6115.35143,50.61174478,588.0904257,3144.798494,12647,6781,840,2986,3569,5.644310517,5.419738237,5.886737064,0.978326461,0.945962961,1.009539021,0.008096805,0.006627823,0.009643853,0.094081989,0.088566046,0.099552157,0.503101027,0.493453518,0.51228283,0.843583244,0.837246531,0.850186766,0.452307898,0.444103522,0.460578975,0.056029883,0.052694771,0.059565101,0.199172892,0.192636073,0.205442903,0.238060299,0.230923159,0.245197439,34,56,5,UNIVERSITA DEGLI STUDI DI MILANO,163,"MILANO, IT",IT,HES,1,0.211340206,58776012.75
I  MILANO02,IT0035,999879881,"GRID,4643,5,IT",334,393,Politecnico di Milano,IT,Milan,Southern Europe,ITC45,45.4780906,9.2282377,9,5,31,9,292,46,0.46,0.554075801,15,0.06732894,97,0.374586691,42,0.520031269,18,IT0035.2013,IT,197772670,297,NA,NA,NA,0.02875121,2468,339,0,3663,0.353590274,826,810,3463.458848,6216,14101.88629,3690.119814,34.79321064,368.1445421,1880.276593,4573,2727,489,1013,1110,4.071619415,3.876132776,4.290443897,1.065443528,1.024537401,1.109037547,0.010045799,0.007519029,0.012745185,0.106293898,0.098731467,0.115256448,0.542889832,0.528369714,0.556249887,0.735682111,0.72506435,0.746943372,0.438706564,0.427123552,0.451093951,0.078667954,0.072393822,0.08542471,0.162966538,0.153474903,0.172940798,0.178571429,0.168918919,0.187741313,45,62,9,POLITECNICO DI MILANO,266,"MILANO, IT",IT,HES,1,0.239393939,84543380
I  MILANO03,IT0036,999915771,"GRID,8142,F",487,534,Università Cattolica del Sacro Cuore,IT,Milan,Southern Europe,ITC45,45.4621325,9.1771785,19,10,38,23,429,100,1,0.255935485,83,0.040296896,152,0.181894014,89,0.248093562,85,IT0036.2013,IT,433409667,198,NA,NA,NA,0.017347118,4441,275,0,6328,0.636261915,287,540,3001.603755,5888,15191.07113,2686.909514,13.77873074,249.7092177,1460.018018,4424,2023,216,708,1002,5.06098485,4.804985811,5.349018419,0.895157967,0.857529122,0.931888987,0.004590456,0.003098777,0.006278973,0.083191933,0.074916287,0.091682151,0.486412644,0.471429659,0.502717963,0.751358696,0.741338315,0.762567935,0.343580163,0.332710598,0.356148098,0.036684783,0.031929348,0.041610054,0.120244565,0.112262228,0.128226902,0.17017663,0.16185462,0.179857337,21,37,19,Universit? Cattolica del Sacro Cuore,77,"Milan, IT",IT,HES,1,0.172413793,21470009.22
I  MILANO16,IT0040,999923531,"GRID,7563,7,IT",474,705,University of Milano-Bicocca,IT,Milan,Southern Europe,ITC45,45.518383,9.213452,18,9,34,22,421,23,0.23,0.272478504,79,0.035084787,166,0.193552988,82,0.258173411,83,IT0040.2013,IT,110235108,194,NA,NA,NA,0.030657396,1149,206,0,1878,0.16461719,228,342,2173.927062,5753,11467.0366,2115.51113,16.47118138,212.8167235,1114.640347,5048,3103,258,1049,1693,5.274802823,4.978078683,5.578844839,0.973128845,0.92638909,1.019988384,0.007576695,0.005062559,0.010417089,0.097895062,0.089023702,0.107199224,0.512731253,0.496807928,0.528669936,0.877455241,0.868590301,0.885451069,0.539370763,0.52581262,0.552059795,0.044846167,0.039979141,0.050408483,0.182339649,0.172257952,0.191552234,0.294281245,0.28211368,0.306622632,15,20,18,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,69,"MILANO, IT",IT,HES,1,0.164383562,17392031.26
I  MODENA01,IT0042,999840887,"GRID,7548,e",495,711,University of Modena and Reggio Emilia,IT,Modena,Southern Europe,ITH54,44.6451046,10.9279268,20,13,26,26,423,100,1,0.179155017,127,0.043490933,148,0.115959482,139,0.174172956,133,IT0110.2013,IT,NA,0,0,0,0,0,55,0,0,72,0.007879848,0,0,1873.81408,4278,8931.132124,1686.748485,9.736972851,146.7004972,937.8137582,3517,1876,188,489,912,4.766285096,4.476001364,5.06684307,0.90016854,0.854082854,0.944985401,0.005196339,0.003226625,0.007451558,0.078289783,0.069616903,0.087675004,0.500483889,0.481551724,0.517429044,0.822113137,0.810425432,0.833333333,0.438522674,0.42286115,0.453015428,0.043945769,0.038101917,0.049789621,0.11430575,0.104955587,0.12342216,0.213183731,0.20056101,0.225105189,11,26,20,UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,68,"MODENA, IT",IT,HES,1,0.205128205,16025565.73
I  NAPOLI01,IT0045,999976590,"GRID,4691,A,OR",265,715,University of Naples Federico II,IT,Naples,Southern Europe,ITF33,40.845492,14.2578058,7,3,20,13,217,100,1,0.455911469,26,0.093572091,64,0.380904958,39,0.442836514,27,IT0045.2013,IT,332867832,495,NA,NA,NA,0.036740147,2589,615,0,5740,0.370925939,309,788,5146.085856,11745,23303.32071,4848.475521,43.73884126,446.1356016,2590.230419,9873,5177,519,2182,2886,4.528358321,4.367181627,4.70789729,0.942167631,0.913311817,0.973481129,0.008499439,0.006598696,0.010388773,0.086694162,0.080676557,0.092758977,0.503339915,0.493323502,0.514275373,0.840613027,0.834142188,0.847339293,0.440783312,0.432183908,0.449893572,0.044189017,0.040527884,0.047935292,0.185781183,0.178714347,0.192933163,0.245721584,0.237377607,0.253469562,44,61,7,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,108,"NAPOLI, IT",IT,HES,1,0.175824176,30364808.11
I  NAPOLI09,IT0044,998507913,"GRID,9841,4,OR",511,429,Second University of Naples,IT,Caserta,Southern Europe,ITF31,41.0675837,14.3312805,22,12,32,50,447,84,0.84,0.143583811,154,0.066068617,98,0.104926561,143,0.157140621,149,IT0044.2013,IT,138296800,175,NA,NA,NA,0.037610144,1306,223,0,2961,0.187110574,141,208,1799.548664,3872,8642.172615,1629.270188,14.66458223,160.9809086,879.3798468,3180,1145,128,846,501,4.802411175,4.504989629,5.13258507,0.90537712,0.85732968,0.961412115,0.008149033,0.005032683,0.011724265,0.089456269,0.079069373,0.099984619,0.488666889,0.470454905,0.507337849,0.821280992,0.809400826,0.832386364,0.29571281,0.282283058,0.310433884,0.033057851,0.027376033,0.038997934,0.218491736,0.204803719,0.230371901,0.129390496,0.118801653,0.139979339,40,26,22,Universit? degli Studi di Napoli L'Orientale,1,"naples, IT",IT,HES,1,1,320700
I  PADOVA01,IT0050,999995602,"GRID,5608,B",230,742,University of Padova,IT,Padua,Southern Europe,ITD36,45.406766,11.8774462,5,3,22,10,166,100,1,0,243,0,243,0,221,0,273,IT0050.2013,IT,305145909,504,NA,NA,NA,0.038772213,3836,515,0,6052,0.549583586,693,1347,6820.545808,14676,36740.70304,7082.780564,59.80249988,704.8300532,3586.991312,11713,7139,695,1492,4174,5.386768753,5.159729731,5.625334322,1.038447767,1.004431977,1.072591721,0.008767993,0.007231984,0.010509995,0.103339245,0.097437228,0.109466085,0.525909717,0.516046595,0.536047429,0.798105751,0.791019351,0.804715181,0.486440447,0.478331971,0.49427637,0.047356228,0.044221859,0.050967566,0.101662578,0.096824748,0.107045516,0.284409921,0.277323521,0.291768874,56,99,5,UNIVERSITA DEGLI STUDI DI PADOVA,203,"PADOVA, IT",IT,HES,1,0.201030928,75448547.66
I  PALERMO01,IT0051,999734284,"GRID,10776,37,OR",496,743,University of Palermo,IT,Palermo,Southern Europe,ITG12,38.11779,13.369838,20,9,44,23,449,100,1,0,243,0,243,0.031239278,194,0.001379564,267,IT0051.2013,IT,220603175,49,NA,NA,NA,0.005060415,2205,412,0,3960,0.315910273,242,621,2725.677175,4856,11629.66742,2365.499937,15.49792047,201.9527536,1287.523539,3482,1756,164,408,790,4.266707563,4.019553727,4.512276013,0.867857705,0.822071883,0.913621363,0.005685897,0.003539913,0.008054295,0.07409269,0.065731283,0.083088042,0.472368317,0.456043023,0.488150085,0.717051071,0.704901153,0.730024712,0.361614498,0.347611203,0.374794069,0.033772652,0.029036244,0.038920923,0.084019769,0.076194399,0.092051071,0.162685338,0.151565074,0.172570016,11,50,20,UNIVERSITA DEGLI STUDI DI PALERMO,35,"PALERMO, IT",IT,HES,1,0.181818182,10718491.17
I  PARMA01,IT0052,999846028,"GRID,10383,39,OR",474,749,University of Parma,IT,Parma,Southern Europe,ITH52,44.8012317,10.3255713,18,13,23,21,435,100,1,0,243,0,243,0.060282044,169,0.001978902,266,IT0052.2013,IT,124172885,151,NA,NA,NA,0.026417075,1461,239,0,2369,0.209317419,317,380,2193.248425,4635,9944.582152,2084.005219,21.45484096,186.8196777,1097.749266,3763,1929,213,437,919,4.534179547,4.282803006,4.808935572,0.950191139,0.900035294,1.004954294,0.009782221,0.006957819,0.012946059,0.085179442,0.076282976,0.093382246,0.500512962,0.483990394,0.516827436,0.811866235,0.79978425,0.823085221,0.41618123,0.402157497,0.430204962,0.045954693,0.04012945,0.051564186,0.094282632,0.085652643,0.103344121,0.198274002,0.186407767,0.209924488,16,32,18,UNIVERSITA DEGLI STUDI DI PARMA,60,"PARMA, IT",IT,HES,1,0.125,24017384.2
I  PAVIA01,IT0054,999893752,"GRID,8982,B,IT",468,751,University of Pavia,IT,Pavia,Southern Europe,ITC48,45.1867055,9.1568417,17,10,29,38,394,100,1,0.307448947,61,0.061583949,103,0,221,0.293784814,61,IT0054.2013,IT,133441503,198,NA,NA,NA,0.041310244,1724,265,0,2645,0.24699742,264,557,2218.274143,6191,11696.26923,2251.898433,25.16505604,216.6146329,1117.015037,5459,3197,253,1004,1827,5.2726888,4.941831447,5.615557638,1.015157861,0.961009037,1.068863107,0.01134443,0.008105092,0.014441057,0.097650073,0.088495574,0.106112471,0.503551394,0.488937692,0.518137737,0.881763851,0.87433371,0.88984009,0.516394767,0.504280407,0.528993701,0.040865773,0.036343079,0.045711517,0.162170893,0.153125505,0.171377806,0.295105799,0.283314489,0.306897109,10,30,17,UNIVERSITA DEGLI STUDI DI PAVIA,60,"PAVIA, IT",IT,HES,1,0.192307692,21498607.73
I  PERUGIA01,IT0055,999846319,"GRID,9027,C,OR",445,753,University of Perugia,IT,Perugia,Southern Europe,ITI21,43.1164268,12.3868984,15,10,24,23,389,87,0.87,0,243,0,243,0.281554808,62,0.003950497,261,IT0055.2013,IT,148156264,115,NA,NA,NA,0.023326572,1291,263,0,2548,0.184961525,397,436,2286.335427,5331,12152.81461,2371.084523,24.47831343,242.0332382,1197.321955,4411,2597,290,318,1505,5.315411934,4.982868624,5.7056184,1.037067657,0.985883178,1.092889498,0.010706353,0.007910623,0.01377496,0.105860774,0.095661613,0.116979569,0.523686044,0.5070417,0.539297496,0.827424498,0.817295067,0.837366348,0.487150628,0.473269555,0.500093791,0.054398799,0.048583755,0.060589008,0.059651097,0.053273307,0.06621647,0.282311011,0.269180266,0.294691427,67,60,15,UNIVERSITA DEGLI STUDI DI PERUGIA,60,"PERUGIA, IT",IT,HES,1,0.192771084,31770860.37
I  PISA01,IT0059,999862712,"GRID,5395,A,OR",357,754,University of Pisa,IT,Pisa,Southern Europe,ITI17,43.7167235,10.3988593,10,5,27,9,272,100,1,0.436614081,29,0.086665894,68,0,221,0.410984449,32,IT0059.2013,IT,211725001,237,NA,NA,NA,0.029852626,2631,388,0,4147,0.376943278,314,631,4025.435287,9337,18990.42755,3737.327385,25.65854211,339.5904206,1995.778845,7651,4436,474,1206,2611,4.717608457,4.468904761,5.022837728,0.928428137,0.890773045,0.971921198,0.006374104,0.004782599,0.008196011,0.084361168,0.077972164,0.091903627,0.495792058,0.48317436,0.508749971,0.819428082,0.811716826,0.827674842,0.475099068,0.465567099,0.484738139,0.050765771,0.046481739,0.055371104,0.129163543,0.122416194,0.135803791,0.279640141,0.26989397,0.288529506,18,45,10,UNIVERSITA DI PISA,156,"PISA, IT",IT,HES,1,0.218934911,51167713.16
